"UPC","UNITS","DOLLARS","iri_key","week","package","flavorscent","typeofgrain","pr","f","d","brand","vol_eq","price","price_pr","j"
"00-01-38000-31829",59,175.78,"200553",1518,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,2.97932203389831,2.97932203389831,0
"00-01-38000-31829",5,17.85,"534468",1522,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,3.57,0,0
"00-01-38000-31829",19,56.44,"248663",1524,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,2.97052631578947,2.97052631578947,0
"00-01-38000-31829",5,19.45,"258092",1499,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,3.89,0,0
"00-01-38000-31829",8,31.12,"1116263",1507,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,3.89,0,0
"00-01-38000-31829",8,35.92,"1130111",1523,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,4.49,0,0
"00-01-38000-31829",3,10.14,"266235",1507,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,3.38,0,0
"00-01-38000-31829",36,75.38,"451327",1490,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","A+","0","KELLOGGS FROSTED MINI WHEATS",1.125,2.09388888888889,2.09388888888889,0
"00-01-38000-31829",6,20.18,"263568",1500,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,3.36333333333333,0,0
"00-01-38000-31829",6,23.94,"228820",1515,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,3.99,3.99,0
"00-01-38000-31829",6,20.82,"650569",1522,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,3.47,0,0
"00-01-38000-31829",227,339.75,"273220",1498,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","A+","0","KELLOGGS FROSTED MINI WHEATS",1.125,1.49669603524229,1.49669603524229,0
"00-01-38000-31829",18,77.22,"223807",1479,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,4.29,0,0
"00-01-38000-31829",43,133.98,"648458",1524,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,3.11581395348837,0,0
"00-01-38000-31829",16,60,"284933",1522,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,3.75,0,0
"00-01-38000-31829",10,40.5,"271064",1521,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,4.05,0,0
"00-01-38000-31829",7,20.44,"648091",1502,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","A","0","KELLOGGS FROSTED MINI WHEATS",1.125,2.92,2.92,0
"00-01-38000-31829",60,138,"532878",1487,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","A","1","KELLOGGS FROSTED MINI WHEATS",1.125,2.3,2.3,0
"00-01-38000-31829",34,72.38,"275072",1490,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","A+","0","KELLOGGS FROSTED MINI WHEATS",1.125,2.12882352941176,2.12882352941176,0
"00-01-38000-31829",6,25.14,"255860",1514,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,4.19,0,0
"00-01-38000-31829",10,43.9,"279373",1504,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,4.39,0,0
"00-01-38000-31829",6,21.54,"230828",1488,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,3.59,0,0
"00-01-38000-31829",15,52.35,"251185",1485,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,3.49,0,0
"00-01-38000-31829",31,132.99,"266824",1507,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,4.29,0,0
"00-01-38000-31829",40,91.6,"239622",1485,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","A","0","KELLOGGS FROSTED MINI WHEATS",1.125,2.29,2.29,0
"00-01-38000-31829",7,18.68,"288075",1491,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,2.66857142857143,2.66857142857143,0
"00-01-38000-31829",85,169.6,"279398",1493,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","A","0","KELLOGGS FROSTED MINI WHEATS",1.125,1.99529411764706,1.99529411764706,0
"00-01-38000-31829",64,128,"652646",1486,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,2,2,0
"00-01-38000-31829",1,3.99,"219243",1510,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","A+","0","KELLOGGS FROSTED MINI WHEATS",1.125,3.99,0,0
"00-01-38000-31829",26,98.54,"213290",1503,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,3.79,0,0
"00-01-38000-31829",4,11.96,"278826",1486,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.125,2.99,2.99,0
"00-01-38000-31834",43,158.67,"658246",1527,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,3.69,0,0
"00-01-38000-31834",6,22.14,"284850",1515,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,3.69,0,0
"00-01-38000-31834",8,36.72,"244708",1489,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,4.59,0,0
"00-01-38000-31834",28,88.56,"292513",1500,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,3.16285714285714,3.16285714285714,0
"00-01-38000-31834",2,8.58,"281543",1512,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,4.29,0,0
"00-01-38000-31834",14,48.02,"260243",1496,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,3.43,0,0
"00-01-38000-31834",2,9.08,"272232",1522,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,4.54,0,0
"00-01-38000-31834",25,82.25,"648245",1484,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,3.29,0,0
"00-01-38000-31834",27,104.22,"1116187",1499,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","A","0","KELLOGGS FROSTED MINI WHEATS",1.5,3.86,0,0
"00-01-38000-31834",60,166.2,"654145",1494,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","A","0","KELLOGGS FROSTED MINI WHEATS",1.5,2.77,2.77,0
"00-01-38000-31834",25,107.25,"214709",1516,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,4.29,0,0
"00-01-38000-31834",11,47.19,"651520",1524,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,4.29,0,0
"00-01-38000-31834",19,89.11,"652159",1482,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,4.69,0,0
"00-01-38000-31834",9,40.86,"214869",1484,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,4.54,0,0
"00-01-38000-31834",6,25.5,"239248",1521,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,4.25,0,0
"00-01-38000-31834",1,4.54,"1078107",1528,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,4.54,0,0
"00-01-38000-31834",36,136.44,"1073623",1529,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,3.79,0,0
"00-01-38000-31834",2,5.98,"535806",1514,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,2.99,2.99,0
"00-01-38000-31834",10,39.8,"281761",1480,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,3.98,0,0
"00-01-38000-31834",11,42.13,"281536",1488,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,3.83,0,0
"00-01-38000-31834",15,74.85,"250379",1498,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,4.99,0,0
"00-01-38000-31834",12,52.68,"227099",1487,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,4.39,0,0
"00-01-38000-31834",10,34.9,"271774",1498,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,3.49,0,0
"00-01-38000-31834",5,24.95,"650878",1497,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,4.99,0,0
"00-01-38000-31834",22,81.84,"216202",1500,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,3.72,0,0
"00-01-38000-31834",27,83.29,"265695",1479,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,3.08481481481481,0,0
"00-01-38000-31834",36,154.44,"657979",1523,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,4.29,0,0
"00-01-38000-31834",8,43.12,"285252",1490,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,5.39,0,0
"00-01-38000-31834",10,51.9,"453618",1521,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,5.19,0,0
"00-01-38000-31834",26,92.56,"261782",1497,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,3.56,0,0
"00-01-38000-31834",6,27.54,"654104",1507,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,4.59,0,0
"00-01-38000-31834",13,49.14,"1133995",1479,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,3.78,0,0
"00-01-38000-31834",5,16.71,"648091",1502,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","2","KELLOGGS FROSTED MINI WHEATS",1.5,3.342,0,0
"00-01-38000-31834",19,79.61,"1073521",1514,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,4.19,0,0
"00-01-38000-31834",6,20.43,"287086",1494,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,3.405,3.405,0
"00-01-38000-31834",16,52.64,"274671",1506,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,3.29,0,0
"00-01-38000-31834",8,31.12,"671371",1490,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,3.89,0,0
"00-01-38000-31834",43,149.5,"240093",1502,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,3.47674418604651,3.47674418604651,0
"00-01-38000-31834",7,26.53,"653366",1500,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.5,3.79,0,0
"00-01-38000-31836",17,53.38,"268514",1515,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,3.14,0,0
"00-01-38000-31836",3,12.57,"537179",1518,"BOX","REGULAR","CORN","0","A","0","KELLOGGS FROSTED FLAKES",0.875,4.19,0,0
"00-01-38000-31836",129,232.2,"279714",1503,"BOX","REGULAR","CORN","1","B","1","KELLOGGS FROSTED FLAKES",0.875,1.8,1.8,0
"00-01-38000-31836",1,3.49,"223970",1527,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,3.49,0,0
"00-01-38000-31836",8,27.76,"217529",1501,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,3.47,0,0
"00-01-38000-31836",5,19.95,"652906",1486,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,3.99,0,0
"00-01-38000-31836",6,26.34,"266622",1483,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,4.39,0,0
"00-01-38000-31836",5,16.9,"243368",1525,"BOX","REGULAR","CORN","0","A","0","KELLOGGS FROSTED FLAKES",0.875,3.38,0,0
"00-01-38000-31836",5,17.45,"247159",1524,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,3.49,0,0
"00-01-38000-31836",20,53.8,"264203",1525,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,2.69,0,0
"00-01-38000-31836",4,14.76,"650827",1495,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,3.69,0,0
"00-01-38000-31836",10,41.9,"235225",1495,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,4.19,0,0
"00-01-38000-31836",15,40.85,"278826",1511,"BOX","REGULAR","CORN","1","NONE","0","KELLOGGS FROSTED FLAKES",0.875,2.72333333333333,2.72333333333333,0
"00-01-38000-31836",12,33.48,"1089691",1484,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,2.79,0,0
"00-01-38000-31836",7,21.93,"250052",1499,"BOX","REGULAR","CORN","1","NONE","0","KELLOGGS FROSTED FLAKES",0.875,3.13285714285714,3.13285714285714,0
"00-01-38000-31836",15,50.57,"250710",1479,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,3.37133333333333,0,0
"00-01-38000-31836",3,8.88,"672957",1493,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,2.96,0,0
"00-01-38000-31836",9,32.31,"271395",1484,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,3.59,0,0
"00-01-38000-31836",9,24.21,"1081324",1513,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,2.69,0,0
"00-01-38000-31836",16,62.24,"673051",1493,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,3.89,0,0
"00-01-38000-31836",4,12.44,"209126",1529,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,3.11,0,0
"00-01-38000-31836",9,29.61,"269805",1480,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,3.29,0,0
"00-01-38000-31836",19,51.11,"658246",1508,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,2.69,0,0
"00-01-38000-31836",2,8.38,"681747",1508,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,4.19,0,0
"00-01-38000-31836",9,35.91,"227725",1524,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,3.99,0,0
"00-01-38000-31836",40,100.57,"648374",1507,"BOX","REGULAR","CORN","1","NONE","0","KELLOGGS FROSTED FLAKES",0.875,2.51425,2.51425,0
"00-01-38000-31836",15,46.65,"224208",1493,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,3.11,0,0
"00-01-38000-31836",27,55.35,"281536",1510,"BOX","REGULAR","CORN","1","NONE","0","KELLOGGS FROSTED FLAKES",0.875,2.05,2.05,0
"00-01-38000-31836",22,61.46,"274219",1503,"BOX","REGULAR","CORN","1","NONE","0","KELLOGGS FROSTED FLAKES",0.875,2.79363636363636,2.79363636363636,0
"00-01-38000-31836",10,28,"213235",1503,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,2.8,0,0
"00-01-38000-31836",46,132.94,"229559",1496,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,2.89,0,0
"00-01-38000-31836",13,68.77,"234250",1494,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,5.29,0,0
"00-01-38000-31836",14,54.46,"673051",1513,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,3.89,0,0
"00-01-38000-31836",14,45.5,"649471",1488,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",0.875,3.25,0,0
"00-01-38000-31836",39,127.29,"652242",1528,"BOX","REGULAR","CORN","1","B","2","KELLOGGS FROSTED FLAKES",0.875,3.26384615384615,3.26384615384615,0
"00-01-38000-31838",53,132.5,"932399",1512,"BOX","REGULAR","CORN","1","A","2","KELLOGGS FROSTED FLAKES",1.0625,2.5,2.5,0
"00-01-38000-31838",2,6.76,"241370",1484,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,3.38,0,0
"00-01-38000-31838",70,205.64,"1079543",1479,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,2.93771428571429,0,0
"00-01-38000-31838",7,29.26,"269805",1482,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,4.18,0,0
"00-01-38000-31838",12,47.88,"932399",1498,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,3.99,0,0
"00-01-38000-31838",76,212.04,"256427",1523,"BOX","REGULAR","CORN","1","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,2.79,2.79,0
"00-01-38000-31838",2,9.98,"211420",1518,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,4.99,0,0
"00-01-38000-31838",8,29.04,"1131906",1518,"BOX","REGULAR","CORN","0","A","0","KELLOGGS FROSTED FLAKES",1.0625,3.63,0,0
"00-01-38000-31838",7,25.13,"237976",1520,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,3.59,0,0
"00-01-38000-31838",2,7.78,"266082",1528,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,3.89,0,0
"00-01-38000-31838",14,42,"214765",1482,"BOX","REGULAR","CORN","1","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,3,3,0
"00-01-38000-31838",9,33.21,"265695",1505,"BOX","REGULAR","CORN","0","NONE","2","KELLOGGS FROSTED FLAKES",1.0625,3.69,0,0
"00-01-38000-31838",13,38.87,"1073516",1499,"BOX","REGULAR","CORN","0","A","0","KELLOGGS FROSTED FLAKES",1.0625,2.99,0,0
"00-01-38000-31838",6,27.54,"293007",1517,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,4.59,0,0
"00-01-38000-31838",4,10.68,"200499",1494,"BOX","REGULAR","CORN","1","B","0","KELLOGGS FROSTED FLAKES",1.0625,2.67,2.67,0
"00-01-38000-31838",16,57.44,"236876",1488,"BOX","REGULAR","CORN","0","A","0","KELLOGGS FROSTED FLAKES",1.0625,3.59,0,0
"00-01-38000-31838",3,14.37,"219825",1486,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,4.79,0,0
"00-01-38000-31838",13,47.97,"652159",1488,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,3.69,0,0
"00-01-38000-31838",9,44.91,"1130154",1503,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,4.99,0,0
"00-01-38000-31838",4,18.76,"289584",1483,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,4.69,0,0
"00-01-38000-31838",1,3.31,"277492",1487,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,3.31,0,0
"00-01-38000-31838",1,4.99,"281266",1520,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,4.99,0,0
"00-01-38000-31838",6,29.94,"243939",1509,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,4.99,0,0
"00-01-38000-31838",1,4.99,"266628",1509,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,4.99,0,0
"00-01-38000-31838",14,41.86,"1076556",1516,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,2.99,0,0
"00-01-38000-31838",53,106.27,"653899",1524,"BOX","REGULAR","CORN","1","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,2.00509433962264,2.00509433962264,0
"00-01-38000-31838",12,50.28,"645430",1521,"BOX","REGULAR","CORN","0","A","0","KELLOGGS FROSTED FLAKES",1.0625,4.19,0,0
"00-01-38000-31838",127,375.5,"1107101",1492,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,2.95669291338583,0,0
"00-01-38000-31838",1,4.92,"262684",1529,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,4.92,0,0
"00-01-38000-31838",11,43.89,"248663",1527,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,3.99,0,0
"00-01-38000-31838",21,73.29,"283432",1491,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,3.49,0,0
"00-01-38000-31838",16,63.84,"652159",1528,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,3.99,0,0
"00-01-38000-31838",8,30.16,"270266",1482,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,3.77,0,0
"00-01-38000-31838",6,20.34,"282948",1488,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,3.39,0,0
"00-01-38000-31838",175,408.93,"646857",1480,"BOX","REGULAR","CORN","1","A","0","KELLOGGS FROSTED FLAKES",1.0625,2.33674285714286,2.33674285714286,0
"00-01-38000-31838",43,101.54,"533844",1526,"BOX","REGULAR","CORN","1","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,2.36139534883721,2.36139534883721,0
"00-01-38000-31838",97,380.24,"1086008",1511,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,3.92,0,0
"00-01-38000-31838",2,8.38,"269805",1493,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,4.19,0,0
"00-01-38000-31838",8,29.52,"1108996",1528,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,3.69,0,0
"00-01-38000-31838",1,4.19,"269805",1492,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.0625,4.19,0,0
"00-01-38000-31841",10,32.8,"238732",1516,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.4375,3.28,0,0
"00-01-38000-31841",8,30.72,"658459",1508,"BOX","REGULAR","CORN","1","NONE","0","KELLOGGS FROSTED FLAKES",1.4375,3.84,3.84,0
"00-01-38000-31841",7,30.03,"243400",1514,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.4375,4.29,0,0
"00-01-38000-31841",5,27.45,"1130152",1521,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.4375,5.49,0,0
"00-01-38000-31841",28,96.75,"651389",1516,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.4375,3.45535714285714,0,0
"00-01-38000-31841",40,119.6,"246253",1500,"BOX","REGULAR","CORN","1","NONE","0","KELLOGGS FROSTED FLAKES",1.4375,2.99,2.99,0
"00-01-38000-31841",11,49.11,"411973",1513,"BOX","REGULAR","CORN","1","NONE","0","KELLOGGS FROSTED FLAKES",1.4375,4.46454545454545,4.46454545454545,0
"00-01-38000-31841",3,14.97,"657857",1497,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.4375,4.99,0,0
"00-01-38000-31841",1,4.79,"230514",1519,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.4375,4.79,0,0
"00-01-38000-31841",15,62.85,"227598",1515,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.4375,4.19,0,0
"00-01-38000-31841",23,114.77,"228444",1506,"BOX","REGULAR","CORN","0","A+","0","KELLOGGS FROSTED FLAKES",1.4375,4.99,0,0
"00-01-38000-31841",17,70.72,"279714",1528,"BOX","REGULAR","CORN","0","A+","0","KELLOGGS FROSTED FLAKES",1.4375,4.16,0,0
"00-01-38000-31841",8,41.52,"291872",1491,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.4375,5.19,0,0
"00-01-38000-31841",13,55.77,"262563",1490,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.4375,4.29,0,0
"00-01-38000-31841",35,136.15,"268052",1513,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.4375,3.89,0,0
"00-01-38000-31841",18,71.82,"200553",1517,"BOX","REGULAR","CORN","1","NONE","0","KELLOGGS FROSTED FLAKES",1.4375,3.99,3.99,0
"00-01-38000-31841",17,93.33,"1130134",1509,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.4375,5.49,0,0
"00-01-38000-31841",132,297,"1130572",1500,"BOX","REGULAR","CORN","1","A","1","KELLOGGS FROSTED FLAKES",1.4375,2.25,2.25,0
"00-01-38000-31841",18,88.02,"266824",1502,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.4375,4.89,0,0
