"UPC","UNITS","DOLLARS","iri_key","week","package","flavorscent","typeofgrain","pr","f","d","brand","vol_eq","price","price_pr","j"
"00-01-38000-01411",6,26.94,"535328",1504,"BOX","ORIGINAL","WHEAT BRAN","0","A","0","KELLOGGS ALL BRAN",1.1437,4.49,0,2
"00-01-38000-01411",3,11.37,"533129",1500,"BOX","ORIGINAL","WHEAT BRAN","0","NONE","0","KELLOGGS ALL BRAN",1.1437,3.79,0,2
"00-01-38000-01411",3,12.57,"291900",1522,"BOX","ORIGINAL","WHEAT BRAN","0","NONE","0","KELLOGGS ALL BRAN",1.1437,4.19,0,2
"00-01-38000-01411",8,30.32,"274671",1523,"BOX","ORIGINAL","WHEAT BRAN","0","NONE","0","KELLOGGS ALL BRAN",1.1437,3.79,0,2
"00-01-38000-01411",1,4.59,"237476",1520,"BOX","ORIGINAL","WHEAT BRAN","0","A","0","KELLOGGS ALL BRAN",1.1437,4.59,0,2
"00-01-38000-01411",2,8.98,"246084",1514,"BOX","ORIGINAL","WHEAT BRAN","0","NONE","0","KELLOGGS ALL BRAN",1.1437,4.49,0,2
"00-01-38000-01411",1,3.59,"224312",1493,"BOX","ORIGINAL","WHEAT BRAN","1","A","0","KELLOGGS ALL BRAN",1.1437,3.59,3.59,2
"00-01-38000-01411",1,2.99,"1108195",1499,"BOX","ORIGINAL","WHEAT BRAN","1","A","0","KELLOGGS ALL BRAN",1.1437,2.99,2.99,2
"00-01-38000-01411",3,14.97,"239590",1522,"BOX","ORIGINAL","WHEAT BRAN","0","NONE","0","KELLOGGS ALL BRAN",1.1437,4.99,0,2
"00-01-38000-01411",1,3.79,"224312",1516,"BOX","ORIGINAL","WHEAT BRAN","0","NONE","0","KELLOGGS ALL BRAN",1.1437,3.79,0,2
"00-01-38000-01411",10,41.9,"287947",1529,"BOX","ORIGINAL","WHEAT BRAN","0","NONE","0","KELLOGGS ALL BRAN",1.1437,4.19,0,2
"00-01-38000-01532",3,16.89,"203563",1502,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.9375,5.63,0,2
"00-01-38000-01532",6,32.94,"244881",1480,"BOX","REGULAR","CORN","0","NONE","0","KELLOGGS FROSTED FLAKES",1.9375,5.49,0,2
"00-01-38000-01600",2,5.18,"934088",1515,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",0.4375,2.59,0,2
"00-01-38000-01611",3,10.38,"213235",1498,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",0.75,3.46,0,2
"00-01-38000-01611",26,114.14,"287947",1515,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",0.75,4.39,0,2
"00-01-38000-01611",1,4.39,"235029",1507,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",0.75,4.39,0,2
"00-01-38000-01611",33,98.34,"654142",1493,"BOX","TOASTED","RICE","1","NONE","0","KELLOGGS SPECIAL K",0.75,2.98,2.98,2
"00-01-38000-01611",38,120.49,"240219",1493,"BOX","TOASTED","RICE","1","NONE","0","KELLOGGS SPECIAL K",0.75,3.17078947368421,3.17078947368421,2
"00-01-38000-01611",100,202.44,"286394",1480,"BOX","TOASTED","RICE","1","A","2","KELLOGGS SPECIAL K",0.75,2.0244,2.0244,2
"00-01-38000-01611",26,95.94,"287202",1526,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",0.75,3.69,0,2
"00-01-38000-01611",37,111,"266793",1505,"BOX","TOASTED","RICE","1","NONE","0","KELLOGGS SPECIAL K",0.75,3,3,2
"00-01-38000-01611",23,63.71,"217529",1514,"BOX","TOASTED","RICE","1","NONE","2","KELLOGGS SPECIAL K",0.75,2.77,2.77,2
"00-01-38000-01611",19,82.27,"243628",1491,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",0.75,4.33,0,2
"00-01-38000-01611",19,83.41,"278613",1486,"BOX","TOASTED","RICE","0","A","0","KELLOGGS SPECIAL K",0.75,4.39,0,2
"00-01-38000-01611",5,15,"620416",1489,"BOX","TOASTED","RICE","1","NONE","0","KELLOGGS SPECIAL K",0.75,3,3,2
"00-01-38000-01611",13,43.07,"648240",1512,"BOX","TOASTED","RICE","1","NONE","0","KELLOGGS SPECIAL K",0.75,3.31307692307692,3.31307692307692,2
"00-01-38000-01611",5,21.06,"259200",1491,"BOX","TOASTED","RICE","0","A","0","KELLOGGS SPECIAL K",0.75,4.212,0,2
"00-01-38000-01611",11,39.49,"269342",1511,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",0.75,3.59,0,2
"00-01-38000-01611",6,23.94,"218385",1513,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",0.75,3.99,0,2
"00-01-38000-01611",10,35,"681074",1493,"BOX","TOASTED","RICE","1","NONE","0","KELLOGGS SPECIAL K",0.75,3.5,3.5,2
"00-01-38000-01611",6,20.7,"224164",1525,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",0.75,3.45,0,2
"00-01-38000-01611",82,252.74,"1130219",1511,"BOX","TOASTED","RICE","1","NONE","2","KELLOGGS SPECIAL K",0.75,3.08219512195122,3.08219512195122,2
"00-01-38000-01611",9,40.41,"1130089",1483,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",0.75,4.49,0,2
"00-01-38000-01611",91,236.95,"288167",1492,"BOX","TOASTED","RICE","1","A","2","KELLOGGS SPECIAL K",0.75,2.60384615384615,2.60384615384615,2
"00-01-38000-01611",9,24.66,"266082",1526,"BOX","TOASTED","RICE","1","NONE","0","KELLOGGS SPECIAL K",0.75,2.74,2.74,2
"00-01-38000-01611",21,73.29,"681625",1524,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",0.75,3.49,0,2
"00-01-38000-01621",3,14.97,"645430",1491,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",1.125,4.99,0,2
"00-01-38000-01621",7,34.65,"648212",1508,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",1.125,4.95,0,2
"00-01-38000-01621",21,115.29,"241260",1515,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",1.125,5.49,0,2
"00-01-38000-01621",6,33.54,"231588",1494,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",1.125,5.59,0,2
"00-01-38000-01621",16,55.34,"257337",1502,"BOX","TOASTED","RICE","1","A","0","KELLOGGS SPECIAL K",1.125,3.45875,3.45875,2
"00-01-38000-01621",13,67.47,"274542",1483,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",1.125,5.19,0,2
"00-01-38000-01621",4,17.32,"534466",1512,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",1.125,4.33,0,2
"00-01-38000-01621",4,19.96,"650878",1485,"BOX","TOASTED","RICE","1","A","0","KELLOGGS SPECIAL K",1.125,4.99,4.99,2
"00-01-38000-01621",10,43.8,"292513",1509,"BOX","TOASTED","RICE","0","A","0","KELLOGGS SPECIAL K",1.125,4.38,0,2
"00-01-38000-01621",8,39.92,"290053",1528,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",1.125,4.99,0,2
"00-01-38000-01621",15,83.85,"273081",1489,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",1.125,5.59,0,2
"00-01-38000-01621",2,9.32,"202785",1523,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",1.125,4.66,0,2
"00-01-38000-01621",8,37.52,"282948",1514,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",1.125,4.69,0,2
"00-01-38000-01621",3,13.92,"227670",1506,"BOX","TOASTED","RICE","0","NONE","0","KELLOGGS SPECIAL K",1.125,4.64,0,2
"00-01-38000-01621",13,41.47,"650536",1518,"BOX","TOASTED","RICE","1","NONE","0","KELLOGGS SPECIAL K",1.125,3.19,3.19,2
"00-01-38000-01710",3,11.07,"205272",1499,"BOX","FRUIT","MULTI GRAIN","0","NONE","0","KELLOGGS FROOT LOOPS",0.6875,3.69,0,2
"00-01-38000-01710",7,25.76,"653899",1502,"BOX","FRUIT","MULTI GRAIN","0","NONE","0","KELLOGGS FROOT LOOPS",0.6875,3.68,0,2
"00-01-38000-01710",12,24,"654213",1480,"BOX","FRUIT","MULTI GRAIN","1","A","0","KELLOGGS FROOT LOOPS",0.6875,2,2,2
"00-01-38000-01710",4,13.56,"254904",1500,"BOX","FRUIT","MULTI GRAIN","0","NONE","0","KELLOGGS FROOT LOOPS",0.6875,3.39,0,2
"00-01-38000-01710",6,22.74,"1130111",1489,"BOX","FRUIT","MULTI GRAIN","0","NONE","0","KELLOGGS FROOT LOOPS",0.6875,3.79,0,2
"00-01-38000-01710",9,21.98,"247300",1480,"BOX","FRUIT","MULTI GRAIN","1","NONE","0","KELLOGGS FROOT LOOPS",0.6875,2.44222222222222,2.44222222222222,2
"00-01-38000-01710",31,61.02,"271202",1480,"BOX","FRUIT","MULTI GRAIN","1","A","0","KELLOGGS FROOT LOOPS",0.6875,1.96838709677419,1.96838709677419,2
"00-01-38000-01710",5,14.95,"289854",1505,"BOX","FRUIT","MULTI GRAIN","0","NONE","0","KELLOGGS FROOT LOOPS",0.6875,2.99,0,2
"00-01-38000-01710",3,8.97,"286851",1491,"BOX","FRUIT","MULTI GRAIN","1","NONE","0","KELLOGGS FROOT LOOPS",0.6875,2.99,2.99,2
"00-01-38000-01720",3,6,"235751",1504,"BOX","FRUIT","MULTI GRAIN","1","NONE","0","KELLOGGS FROOT LOOPS STARBERR",0.9375,2,2,2
"00-01-38000-01720",14,51.66,"253139",1497,"BOX","FRUIT","MULTI GRAIN","0","NONE","0","KELLOGGS FROOT LOOPS STARBERR",0.9375,3.69,0,2
"00-01-38000-01720",4,18.36,"255452",1491,"BOX","FRUIT","MULTI GRAIN","0","NONE","0","KELLOGGS FROOT LOOPS STARBERR",0.9375,4.59,0,2
"00-01-38000-01720",4,13.56,"257002",1490,"BOX","FRUIT","MULTI GRAIN","1","B","0","KELLOGGS FROOT LOOPS STARBERR",0.9375,3.39,3.39,2
"00-01-38000-01720",9,34.92,"231533",1502,"BOX","FRUIT","MULTI GRAIN","1","A","0","KELLOGGS FROOT LOOPS STARBERR",0.9375,3.88,3.88,2
"00-01-38000-01720",6,18.9,"653369",1493,"BOX","FRUIT","MULTI GRAIN","0","A","0","KELLOGGS FROOT LOOPS STARBERR",0.9375,3.15,0,2
"00-01-38000-01720",24,74.16,"650811",1488,"BOX","FRUIT","MULTI GRAIN","0","NONE","0","KELLOGGS FROOT LOOPS STARBERR",0.9375,3.09,0,2
"00-01-38000-01720",2,9.18,"259111",1517,"BOX","FRUIT","MULTI GRAIN","0","NONE","0","KELLOGGS FROOT LOOPS STARBERR",0.9375,4.59,0,2
"00-01-38000-01720",56,129.8,"236806",1487,"BOX","FRUIT","MULTI GRAIN","1","B","0","KELLOGGS FROOT LOOPS STARBERR",0.9375,2.31785714285714,2.31785714285714,2
"00-01-38000-01720",4,14.36,"267552",1493,"BOX","FRUIT","MULTI GRAIN","0","NONE","0","KELLOGGS FROOT LOOPS STARBERR",0.9375,3.59,0,2
"00-01-38000-01720",2,5,"251550",1514,"BOX","FRUIT","MULTI GRAIN","1","NONE","0","KELLOGGS FROOT LOOPS STARBERR",0.9375,2.5,2.5,2
"00-01-38000-01932",1,3.5,"270136",1513,"BOX","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.0313,3.5,0,2
"00-01-38000-01932",1,4.09,"8018698",1527,"BOX","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.0313,4.09,0,2
"00-01-38000-01932",6,18,"1134176",1517,"BOX","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT","1","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.0313,3,3,2
"00-01-38000-01932",27,107.73,"251254",1527,"BOX","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT","0","A","0","KELLOGGS FROSTED MINI WHEATS",1.0313,3.99,0,2
"00-01-38000-01932",7,30.73,"235111",1500,"BOX","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.0313,4.39,0,2
"00-01-38000-01932",5,14.97,"535644",1507,"BOX","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT","1","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.0313,2.994,2.994,2
"00-01-38000-01932",4,14.36,"675679",1499,"BOX","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.0313,3.59,0,2
"00-01-38000-01932",3,13.77,"231533",1502,"BOX","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT","0","A","0","KELLOGGS FROSTED MINI WHEATS",1.0313,4.59,0,2
"00-01-38000-01932",3,11.38,"250710",1486,"BOX","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.0313,3.79333333333333,0,2
"00-01-38000-01932",8,46.32,"688321",1482,"BOX","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.0313,5.79,0,2
"00-01-38000-01932",2,7.18,"226568",1504,"BOX","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT","0","B","0","KELLOGGS FROSTED MINI WHEATS",1.0313,3.59,0,2
"00-01-38000-01932",3,14.37,"203204",1492,"BOX","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.0313,4.79,0,2
"00-01-38000-02720",1,3.39,"269752",1528,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1,3.39,0,2
"00-01-38000-02720",2,6.38,"216210",1526,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1,3.19,0,2
"00-01-38000-02720",2,9.3,"675336",1518,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","2","KELLOGGS FROSTED MINI WHEATS",1,4.65,0,2
"00-01-38000-02720",2,7.46,"256420",1529,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1,3.73,0,2
"00-01-38000-02720",23,57.96,"284933",1519,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","NONE","0","KELLOGGS FROSTED MINI WHEATS",1,2.52,2.52,2
"00-01-38000-02720",2,4,"269039",1486,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","A","0","KELLOGGS FROSTED MINI WHEATS",1,2,2,2
"00-01-38000-02720",4,12.36,"453618",1499,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","NONE","0","KELLOGGS FROSTED MINI WHEATS",1,3.09,3.09,2
"00-01-38000-02720",1,4.65,"267766",1506,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","B","0","KELLOGGS FROSTED MINI WHEATS",1,4.65,0,2
"00-01-38000-02720",1,1.89,"673415",1491,"BOX","REGULAR","WHOLE GRAIN WHEAT","1","NONE","0","KELLOGGS FROSTED MINI WHEATS",1,1.89,1.89,2
"00-01-38000-02727",2,7.78,"235795",1513,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.275,3.89,0,2
"00-01-38000-02727",4,14.36,"265018",1490,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","C","0","KELLOGGS FROSTED MINI WHEATS",1.275,3.59,0,2
"00-01-38000-02727",2,8.78,"657857",1506,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.275,4.39,0,2
"00-01-38000-02727",3,11.67,"235795",1485,"BOX","REGULAR","WHOLE GRAIN WHEAT","0","NONE","0","KELLOGGS FROSTED MINI WHEATS",1.275,3.89,0,2
"00-01-38000-02910",42,147,"1086008",1483,"BOX","APPLE CINNAMON","3 GRAIN","1","NONE","2","KELLOGGS APPLE JACKS",0.6875,3.5,3.5,2
"00-01-38000-02910",3,8.7,"222477",1484,"BOX","APPLE CINNAMON","3 GRAIN","0","NONE","0","KELLOGGS APPLE JACKS",0.6875,2.9,0,2
"00-01-38000-02920",12,51.48,"1130155",1490,"BOX","APPLE CINNAMON","3 GRAIN","0","A","0","KELLOGGS APPLE JACKS",0.9375,4.29,0,2
"00-01-38000-02920",7,16.33,"230275",1495,"BOX","APPLE CINNAMON","3 GRAIN","1","NONE","0","KELLOGGS APPLE JACKS",0.9375,2.33285714285714,2.33285714285714,2
"00-01-38000-02920",28,83.72,"255381",1481,"BOX","APPLE CINNAMON","3 GRAIN","0","NONE","0","KELLOGGS APPLE JACKS",0.9375,2.99,0,2
"00-01-38000-02920",9,26.91,"265601",1488,"BOX","APPLE CINNAMON","3 GRAIN","0","NONE","0","KELLOGGS APPLE JACKS",0.9375,2.99,0,2
"00-01-38000-02920",42,81.89,"237573",1488,"BOX","APPLE CINNAMON","3 GRAIN","1","A","0","KELLOGGS APPLE JACKS",0.9375,1.9497619047619,1.9497619047619,2
"00-01-38000-02920",15,64.35,"224218",1503,"BOX","APPLE CINNAMON","3 GRAIN","0","A","0","KELLOGGS APPLE JACKS",0.9375,4.29,0,2
"00-01-38000-02920",9,26.91,"287510",1484,"BOX","APPLE CINNAMON","3 GRAIN","0","NONE","0","KELLOGGS APPLE JACKS",0.9375,2.99,0,2
"00-01-38000-02920",3,11.97,"253040",1485,"BOX","APPLE CINNAMON","3 GRAIN","0","NONE","2","KELLOGGS APPLE JACKS",0.9375,3.99,0,2
"00-01-38000-03510",6,34.14,"222320",1496,"BOX","REGULAR","CORN AND RICE","0","NONE","0","KELLOGGS CRISPIX",1.1188,5.69,0,2
"00-01-38000-03530",5,17.65,"242965",1519,"BOX","REGULAR","CORN AND RICE","0","NONE","0","KELLOGGS CRISPIX",0.75,3.53,0,2
"00-01-38000-03530",11,38.5,"654142",1492,"BOX","REGULAR","CORN AND RICE","0","NONE","0","KELLOGGS CRISPIX",0.75,3.5,0,2
"00-01-38000-03530",4,17.4,"256200",1494,"BOX","REGULAR","CORN AND RICE","0","NONE","0","KELLOGGS CRISPIX",0.75,4.35,0,2
"00-01-38000-03530",1,3.99,"934088",1489,"BOX","REGULAR","CORN AND RICE","0","NONE","0","KELLOGGS CRISPIX",0.75,3.99,0,2
"00-01-38000-03530",10,25,"258421",1486,"BOX","REGULAR","CORN AND RICE","1","B","0","KELLOGGS CRISPIX",0.75,2.5,2.5,2
"00-01-38000-03530",2,6.34,"534473",1519,"BOX","REGULAR","CORN AND RICE","0","NONE","0","KELLOGGS CRISPIX",0.75,3.17,0,2
"00-01-38000-03530",1,3.99,"643077",1484,"BOX","REGULAR","CORN AND RICE","0","NONE","0","KELLOGGS CRISPIX",0.75,3.99,0,2
"00-01-38000-03530",27,63.62,"273986",1481,"BOX","REGULAR","CORN AND RICE","1","B","2","KELLOGGS CRISPIX",0.75,2.3562962962963,2.3562962962963,2
"00-01-38000-03530",16,63.84,"933690",1496,"BOX","REGULAR","CORN AND RICE","0","NONE","0","KELLOGGS CRISPIX",0.75,3.99,0,2
"00-01-38000-03530",3,9.69,"689010",1482,"BOX","REGULAR","CORN AND RICE","0","NONE","0","KELLOGGS CRISPIX",0.75,3.23,0,2
"00-01-38000-03530",27,86.13,"681505",1489,"BOX","REGULAR","CORN AND RICE","0","NONE","0","KELLOGGS CRISPIX",0.75,3.19,0,2
"00-01-38000-03530",17,42.97,"656426",1520,"BOX","REGULAR","CORN AND RICE","1","NONE","0","KELLOGGS CRISPIX",0.75,2.52764705882353,2.52764705882353,2
"00-01-38000-03530",6,19.02,"681879",1518,"BOX","REGULAR","CORN AND RICE","0","NONE","0","KELLOGGS CRISPIX",0.75,3.17,0,2
"00-01-38000-03530",2,6.58,"534239",1483,"BOX","REGULAR","CORN AND RICE","0","NONE","0","KELLOGGS CRISPIX",0.75,3.29,0,2
"00-01-38000-03530",3,13.05,"258445",1508,"BOX","REGULAR","CORN AND RICE","0","NONE","0","KELLOGGS CRISPIX",0.75,4.35,0,2
"00-01-38000-03530",8,25.36,"670297",1487,"BOX","REGULAR","CORN AND RICE","0","NONE","0","KELLOGGS CRISPIX",0.75,3.17,0,2
"00-01-38000-03530",5,17.45,"251185",1479,"BOX","REGULAR","CORN AND RICE","0","NONE","0","KELLOGGS CRISPIX",0.75,3.49,0,2
"00-01-38000-03530",13,40.69,"931558",1484,"BOX","REGULAR","CORN AND RICE","0","NONE","0","KELLOGGS CRISPIX",0.75,3.13,0,2
"00-01-38000-03530",2,7.98,"228167",1522,"BOX","REGULAR","CORN AND RICE","0","NONE","0","KELLOGGS CRISPIX",0.75,3.99,0,2
"00-01-38000-03530",1,3.89,"286605",1523,"BOX","REGULAR","CORN AND RICE","0","NONE","0","KELLOGGS CRISPIX",0.75,3.89,0,2
"00-01-38000-03557",49,122.5,"281266",1494,"BOX","APPLE CINNAMON","3 GRAIN","1","A","2","KELLOGGS APPLE JACKS",1.5,2.5,2.5,2
"00-01-38000-03644",2,8.98,"534674",1506,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,4.49,0,2
"00-01-38000-03644",18,85.5,"1089353",1497,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,4.75,0,2
"00-01-38000-03644",7,34.93,"1097101",1522,"BOX","REGULAR","RICE AND WHEAT","1","NONE","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,4.99,4.99,2
"00-01-38000-03644",9,24.01,"218385",1512,"BOX","REGULAR","RICE AND WHEAT","1","B","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,2.66777777777778,2.66777777777778,2
"00-01-38000-03644",3,13.11,"650536",1501,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,4.37,0,2
"00-01-38000-03644",9,39.51,"276217",1529,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,4.39,0,2
"00-01-38000-03644",16,69.76,"279714",1496,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,4.36,0,2
"00-01-38000-03644",26,62.27,"688984",1480,"BOX","REGULAR","RICE AND WHEAT","1","B","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,2.395,2.395,2
"00-01-38000-03644",26,82,"273702",1512,"BOX","REGULAR","RICE AND WHEAT","1","NONE","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,3.15384615384615,3.15384615384615,2
"00-01-38000-03644",2,10.58,"242493",1503,"BOX","REGULAR","RICE AND WHEAT","1","NONE","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,5.29,5.29,2
"00-01-38000-03644",2,12.5,"236117",1505,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,6.25,0,2
"00-01-38000-03644",7,48.23,"688321",1522,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,6.89,0,2
"00-01-38000-03644",5,23.31,"258933",1490,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,4.662,0,2
"00-01-38000-03644",6,29.94,"931812",1508,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,4.99,0,2
"00-01-38000-03644",26,108.94,"1076556",1484,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,4.19,0,2
"00-01-38000-03644",20,78.95,"278355",1513,"BOX","REGULAR","RICE AND WHEAT","1","NONE","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,3.9475,3.9475,2
"00-01-38000-03644",3,11.97,"284049",1528,"BOX","REGULAR","RICE AND WHEAT","1","NONE","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,3.99,3.99,2
"00-01-38000-03644",29,91.71,"256650",1501,"BOX","REGULAR","RICE AND WHEAT","1","A","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,3.16241379310345,3.16241379310345,2
"00-01-38000-03644",4,18.76,"246474",1508,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,4.69,0,2
"00-01-38000-03644",12,60.36,"239927",1481,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,5.03,0,2
"00-01-38000-03644",51,234.09,"277960",1500,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K RED BERRIE",1.0438,4.59,0,2
"00-01-38000-07648",2,7.06,"1185357",1500,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K VANILLA AL",0.875,3.53,0,2
"00-01-38000-07648",2,8.58,"238131",1525,"BOX","REGULAR","RICE AND WHEAT","0","A","0","KELLOGGS SPECIAL K VANILLA AL",0.875,4.29,0,2
"00-01-38000-07648",16,51.04,"220539",1486,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K VANILLA AL",0.875,3.19,0,2
"00-01-38000-07648",11,33,"248366",1509,"BOX","REGULAR","RICE AND WHEAT","1","B","0","KELLOGGS SPECIAL K VANILLA AL",0.875,3,3,2
"00-01-38000-07648",4,17.96,"213133",1489,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K VANILLA AL",0.875,4.49,0,2
"00-01-38000-07648",6,30.45,"258246",1514,"BOX","REGULAR","RICE AND WHEAT","1","NONE","0","KELLOGGS SPECIAL K VANILLA AL",0.875,5.075,5.075,2
"00-01-38000-07648",46,115,"288517",1516,"BOX","REGULAR","RICE AND WHEAT","1","A","0","KELLOGGS SPECIAL K VANILLA AL",0.875,2.5,2.5,2
"00-01-38000-07648",7,31.43,"1130152",1521,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K VANILLA AL",0.875,4.49,0,2
"00-01-38000-07648",7,20.93,"223773",1516,"BOX","REGULAR","RICE AND WHEAT","1","A","0","KELLOGGS SPECIAL K VANILLA AL",0.875,2.99,2.99,2
"00-01-38000-07648",5,17.45,"535139",1508,"BOX","REGULAR","RICE AND WHEAT","1","NONE","0","KELLOGGS SPECIAL K VANILLA AL",0.875,3.49,3.49,2
"00-01-38000-07648",4,17.52,"281761",1504,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K VANILLA AL",0.875,4.38,0,2
"00-01-38000-07648",7,27.93,"283900",1489,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K VANILLA AL",0.875,3.99,0,2
"00-01-38000-07648",12,38.28,"265695",1485,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K VANILLA AL",0.875,3.19,0,2
"00-01-38000-07648",4,12.76,"222477",1492,"BOX","REGULAR","RICE AND WHEAT","0","NONE","0","KELLOGGS SPECIAL K VANILLA AL",0.875,3.19,0,2
"00-01-38000-09456",43,43,"229559",1514,"CUP","COCOA","RICE","0","NONE","0","KELLOGGS COCOA KRISPIES",0.1438,1,0,2
